frame_num,action_label,hand_state,obj_state
92,idle,unoccupied,N/A
93,idle,unoccupied,N/A
94,idle,unoccupied,N/A
95,idle,unoccupied,N/A
96,idle,unoccupied,N/A
97,idle,unoccupied,N/A
98,idle,unoccupied,N/A
99,idle,unoccupied,N/A
100,idle,unoccupied,N/A
101,idle,unoccupied,N/A
102,idle,unoccupied,N/A
103,idle,unoccupied,N/A
104,idle,unoccupied,N/A
105,move hand,unoccupied,N/A
106,move hand,unoccupied,N/A
107,move hand,unoccupied,N/A
108,move hand,unoccupied,N/A
109,move hand,unoccupied,N/A
110,move hand,unoccupied,N/A
111,move hand,unoccupied,N/A
112,move hand,unoccupied,N/A
113,move hand,unoccupied,N/A
114,move hand,unoccupied,N/A
115,move hand,unoccupied,N/A
116,move hand,unoccupied,N/A
117,move hand,unoccupied,N/A
118,move hand,unoccupied,N/A
119,move hand,unoccupied,N/A
120,move hand,unoccupied,N/A
121,move hand,unoccupied,N/A
122,move hand,unoccupied,N/A
123,move hand,unoccupied,N/A
124,move hand,unoccupied,N/A
125,move hand,unoccupied,N/A
126,move hand,unoccupied,N/A
127,move hand,unoccupied,N/A
128,move hand,unoccupied,N/A
129,move hand,unoccupied,N/A
130,move hand,unoccupied,N/A
131,move hand,unoccupied,N/A
132,move hand,unoccupied,N/A
133,move hand,unoccupied,N/A
134,move hand,unoccupied,N/A
135,move hand,unoccupied,N/A
136,move hand,unoccupied,N/A
137,move hand,unoccupied,N/A
138,move hand,unoccupied,N/A
139,move hand,unoccupied,N/A
140,move hand,unoccupied,N/A
141,move hand,unoccupied,N/A
142,move hand,unoccupied,N/A
143,move hand,unoccupied,N/A
144,move hand,unoccupied,N/A
145,move hand,unoccupied,N/A
146,move hand,unoccupied,N/A
147,move hand,unoccupied,N/A
148,move hand,unoccupied,N/A
149,move hand,unoccupied,N/A
150,move hand,unoccupied,N/A
151,move hand,unoccupied,N/A
152,move hand,unoccupied,N/A
153,move hand,unoccupied,N/A
154,move hand,unoccupied,N/A
155,move hand,unoccupied,N/A
156,move hand,unoccupied,N/A
157,move hand,unoccupied,N/A
158,move hand,unoccupied,N/A
159,move hand,unoccupied,N/A
160,move hand,unoccupied,N/A
161,move hand,unoccupied,N/A
162,move hand,unoccupied,N/A
163,move hand,unoccupied,N/A
164,move hand,unoccupied,N/A
165,move hand,unoccupied,N/A
166,move hand,unoccupied,N/A
167,move hand,unoccupied,N/A
168,move hand,unoccupied,N/A
169,move hand,unoccupied,N/A
170,move bowl,unoccupied,0
171,move bowl,unoccupied,0
172,move bowl,unoccupied,0
173,move bowl,unoccupied,0
174,move bowl,unoccupied,0
175,move bowl,unoccupied,0
176,move bowl,unoccupied,0
177,move bowl,unoccupied,0
178,move bowl,unoccupied,0
179,move bowl,unoccupied,0
180,move bowl,unoccupied,0
181,move bowl,unoccupied,0
182,move bowl,unoccupied,0
183,move bowl,unoccupied,0
184,move bowl,unoccupied,0
185,move bowl,unoccupied,0
186,move bowl,unoccupied,0
187,move bowl,unoccupied,0
188,move bowl,unoccupied,0
189,move bowl,unoccupied,0
190,move bowl,unoccupied,0
191,move bowl,unoccupied,0
192,move bowl,unoccupied,0
193,move bowl,unoccupied,0
194,move bowl,unoccupied,0
195,move bowl,unoccupied,0
196,move bowl,unoccupied,0
197,move bowl,unoccupied,0
198,move bowl,unoccupied,0
199,move bowl,unoccupied,0
200,move bowl,unoccupied,0
201,move bowl,unoccupied,0
202,move bowl,unoccupied,0
203,move bowl,unoccupied,0
204,move bowl,unoccupied,0
205,move bowl,unoccupied,0
206,move bowl,unoccupied,0
207,move bowl,unoccupied,0
208,move bowl,unoccupied,0
209,move bowl,unoccupied,0
210,move bowl,unoccupied,0
211,move bowl,unoccupied,0
212,move bowl,unoccupied,0
213,move bowl,unoccupied,0
214,move bowl,unoccupied,0
215,move bowl,unoccupied,0
216,move bowl,unoccupied,0
217,move bowl,unoccupied,0
218,move bowl,unoccupied,0
219,move bowl,unoccupied,0
220,move bowl,unoccupied,0
221,move bowl,unoccupied,0
222,move bowl,unoccupied,0
223,move bowl,unoccupied,0
224,move bowl,unoccupied,0
225,move bowl,unoccupied,0
226,move bowl,unoccupied,0
227,move bowl,unoccupied,0
228,move bowl,unoccupied,0
229,move bowl,unoccupied,0
230,move bowl,unoccupied,0
231,move bowl,unoccupied,0
232,move bowl,unoccupied,0
233,move bowl,unoccupied,0
234,move bowl,unoccupied,0
235,move bowl,unoccupied,0
236,move bowl,unoccupied,0
237,move bowl,unoccupied,0
238,move bowl,unoccupied,0
239,move bowl,unoccupied,0
240,move bowl,unoccupied,0
241,move bowl,unoccupied,0
242,move bowl,unoccupied,0
243,move bowl,unoccupied,0
244,move bowl,unoccupied,0
245,move bowl,unoccupied,0
246,move bowl,unoccupied,0
247,move bowl,unoccupied,0
248,move bowl,unoccupied,0
249,move bowl,unoccupied,0
250,move bowl,unoccupied,0
251,move bowl,unoccupied,0
252,move bowl,unoccupied,0
253,move bowl,unoccupied,0
254,move bowl,unoccupied,0
255,move bowl,unoccupied,0
256,move bowl,unoccupied,0
257,move bowl,unoccupied,0
258,move bowl,unoccupied,0
259,move bowl,unoccupied,0
260,move bowl,unoccupied,0
261,move bowl,unoccupied,0
262,move bowl,unoccupied,0
263,move bowl,unoccupied,0
264,move bowl,unoccupied,0
265,move hand,unoccupied,N/A
266,move hand,unoccupied,N/A
267,move hand,unoccupied,N/A
268,move hand,unoccupied,N/A
269,move hand,unoccupied,N/A
270,move hand,unoccupied,N/A
271,move hand,unoccupied,N/A
272,move hand,unoccupied,N/A
273,move hand,unoccupied,N/A
274,move hand,unoccupied,N/A
275,move hand,unoccupied,N/A
276,move hand,unoccupied,N/A
277,move hand,unoccupied,N/A
278,move hand,unoccupied,N/A
279,move hand,unoccupied,N/A
280,move hand,unoccupied,N/A
281,move hand,unoccupied,N/A
282,move hand,unoccupied,N/A
283,move hand,unoccupied,N/A
284,move hand,unoccupied,N/A
285,move hand,unoccupied,N/A
286,move hand,unoccupied,N/A
287,move hand,unoccupied,N/A
288,move hand,unoccupied,N/A
289,move hand,unoccupied,N/A
290,move hand,unoccupied,N/A
291,move hand,unoccupied,N/A
292,move hand,unoccupied,N/A
293,move hand,unoccupied,N/A
294,move hand,unoccupied,N/A
295,move hand,unoccupied,N/A
296,move hand,unoccupied,N/A
297,move hand,unoccupied,N/A
298,move hand,unoccupied,N/A
299,move hand,unoccupied,N/A
300,move hand,unoccupied,N/A
301,move hand,unoccupied,N/A
302,move hand,unoccupied,N/A
303,move hand,unoccupied,N/A
304,move hand,unoccupied,N/A
305,move hand,unoccupied,N/A
306,move hand,unoccupied,N/A
307,move hand,unoccupied,N/A
308,move hand,unoccupied,N/A
309,move hand,unoccupied,N/A
310,move hand,unoccupied,N/A
311,move hand,unoccupied,N/A
312,move hand,unoccupied,N/A
313,move hand,unoccupied,N/A
314,move hand,unoccupied,N/A
315,move hand,unoccupied,N/A
316,move hand,unoccupied,N/A
317,move hand,unoccupied,N/A
318,move hand,unoccupied,N/A
319,move hand,unoccupied,N/A
320,move hand,unoccupied,N/A
321,move hand,unoccupied,N/A
322,move hand,unoccupied,N/A
323,move hand,unoccupied,N/A
324,move hand,unoccupied,N/A
325,move hand,unoccupied,N/A
326,move hand,unoccupied,N/A
327,move hand,unoccupied,N/A
328,move hand,unoccupied,N/A
329,move hand,unoccupied,N/A
330,move hand,unoccupied,N/A
331,move hand,unoccupied,N/A
332,move hand,unoccupied,N/A
333,move hand,unoccupied,N/A
334,move hand,unoccupied,N/A
335,move hand,unoccupied,N/A
336,move hand,unoccupied,N/A
337,move hand,unoccupied,N/A
338,move hand,unoccupied,N/A
339,move hand,unoccupied,N/A
340,move hand,unoccupied,N/A
341,move hand,unoccupied,N/A
342,move hand,unoccupied,N/A
343,move hand,unoccupied,N/A
344,move hand,unoccupied,N/A
345,move-in orange bowl,unoccupied,0
346,move-in orange bowl,unoccupied,0
347,move-in orange bowl,unoccupied,0
348,move-in orange bowl,unoccupied,0
349,move-in orange bowl,unoccupied,0
350,move-in orange bowl,unoccupied,0
351,move-in orange bowl,unoccupied,0
352,move-in orange bowl,unoccupied,0
353,move-in orange bowl,unoccupied,0
354,move-in orange bowl,unoccupied,0
355,move-in orange bowl,unoccupied,0
356,move-in orange bowl,unoccupied,0
357,move-in orange bowl,unoccupied,0
358,move-in orange bowl,unoccupied,0
359,move-in orange bowl,unoccupied,0
360,move-in orange bowl,unoccupied,0
361,move-in orange bowl,unoccupied,0
362,move-in orange bowl,unoccupied,0
363,move-in orange bowl,unoccupied,0
364,move-in orange bowl,unoccupied,0
365,move-in orange bowl,unoccupied,0
366,move-in orange bowl,unoccupied,0
367,move-in orange bowl,unoccupied,0
368,move-in orange bowl,unoccupied,0
369,move-in orange bowl,unoccupied,0
370,move-in orange bowl,unoccupied,0
371,move-in orange bowl,unoccupied,0
372,move-in orange bowl,unoccupied,0
373,move-in orange bowl,unoccupied,0
374,move-in orange bowl,unoccupied,0
375,move-in orange bowl,unoccupied,1
376,move-in orange bowl,unoccupied,1
377,move-in orange bowl,unoccupied,1
378,move-in orange bowl,unoccupied,1
379,move-in orange bowl,unoccupied,1
380,move-in orange bowl,unoccupied,1
381,move-in orange bowl,unoccupied,1
382,move-in orange bowl,unoccupied,1
383,move-in orange bowl,unoccupied,1
384,move-in orange bowl,unoccupied,1
385,move-in orange bowl,unoccupied,1
386,move-in orange bowl,unoccupied,1
387,move-in orange bowl,unoccupied,1
388,move-in orange bowl,unoccupied,1
389,move-in orange bowl,unoccupied,1
390,move-in orange bowl,unoccupied,1
391,move-in orange bowl,unoccupied,1
392,move-in orange bowl,unoccupied,1
393,move-in orange bowl,unoccupied,1
394,move-in orange bowl,unoccupied,1
395,move-in orange bowl,unoccupied,1
396,move-in orange bowl,unoccupied,1
397,move-in orange bowl,unoccupied,1
398,move-in orange bowl,unoccupied,1
399,move-in orange bowl,unoccupied,1
400,move-in orange bowl,unoccupied,1
401,move-in orange bowl,unoccupied,1
402,move-in orange bowl,unoccupied,1
403,move-in orange bowl,unoccupied,1
404,move-in orange bowl,unoccupied,1
405,move-in orange bowl,unoccupied,1
406,move-in orange bowl,unoccupied,1
407,move-in orange bowl,unoccupied,1
408,move-in orange bowl,unoccupied,1
409,move-in orange bowl,unoccupied,1
410,move hand,unoccupied,N/A
411,move hand,unoccupied,N/A
412,move hand,unoccupied,N/A
413,move hand,unoccupied,N/A
414,move hand,unoccupied,N/A
415,move hand,unoccupied,N/A
416,move hand,unoccupied,N/A
417,move hand,unoccupied,N/A
418,move hand,unoccupied,N/A
419,move hand,unoccupied,N/A
420,move hand,unoccupied,N/A
421,move hand,unoccupied,N/A
422,move hand,unoccupied,N/A
423,move hand,unoccupied,N/A
424,move hand,unoccupied,N/A
425,move hand,unoccupied,N/A
426,move hand,unoccupied,N/A
427,move hand,unoccupied,N/A
428,move hand,unoccupied,N/A
429,move hand,unoccupied,N/A
430,move hand,unoccupied,N/A
431,move hand,unoccupied,N/A
432,move hand,unoccupied,N/A
433,move hand,unoccupied,N/A
434,move hand,unoccupied,N/A
435,move hand,unoccupied,N/A
436,move hand,unoccupied,N/A
437,move hand,unoccupied,N/A
438,move hand,unoccupied,N/A
439,move hand,unoccupied,N/A
440,move hand,unoccupied,N/A
441,move hand,unoccupied,N/A
442,move hand,unoccupied,N/A
443,move hand,unoccupied,N/A
444,move hand,unoccupied,N/A
445,move hand,unoccupied,N/A
446,move hand,unoccupied,N/A
447,move hand,unoccupied,N/A
448,move hand,unoccupied,N/A
449,move hand,unoccupied,N/A
450,move hand,unoccupied,N/A
451,move hand,unoccupied,N/A
452,move hand,unoccupied,N/A
453,move hand,unoccupied,N/A
454,move hand,unoccupied,N/A
455,move hand,unoccupied,N/A
456,move hand,unoccupied,N/A
457,move hand,unoccupied,N/A
458,move hand,unoccupied,N/A
459,move hand,unoccupied,N/A
460,move hand,unoccupied,N/A
461,move hand,unoccupied,N/A
462,move hand,unoccupied,N/A
463,move hand,unoccupied,N/A
464,move hand,unoccupied,N/A
465,move hand,unoccupied,N/A
466,move hand,unoccupied,N/A
467,move hand,unoccupied,N/A
468,move hand,unoccupied,N/A
469,move hand,unoccupied,N/A
470,move-in orange bowl,unoccupied,0
471,move-in orange bowl,unoccupied,0
472,move-in orange bowl,unoccupied,0
473,move-in orange bowl,unoccupied,0
474,move-in orange bowl,unoccupied,0
475,move-in orange bowl,unoccupied,0
476,move-in orange bowl,unoccupied,0
477,move-in orange bowl,unoccupied,0
478,move-in orange bowl,unoccupied,0
479,move-in orange bowl,unoccupied,0
480,move-in orange bowl,unoccupied,0
481,move-in orange bowl,unoccupied,0
482,move-in orange bowl,unoccupied,0
483,move-in orange bowl,unoccupied,0
484,move-in orange bowl,unoccupied,0
485,move-in orange bowl,unoccupied,0
486,move-in orange bowl,unoccupied,0
487,move-in orange bowl,unoccupied,0
488,move-in orange bowl,unoccupied,0
489,move-in orange bowl,unoccupied,0
490,move-in orange bowl,unoccupied,0
491,move-in orange bowl,unoccupied,0
492,move-in orange bowl,unoccupied,0
493,move-in orange bowl,unoccupied,0
494,move-in orange bowl,unoccupied,0
495,move-in orange bowl,unoccupied,0
496,move-in orange bowl,unoccupied,0
497,move-in orange bowl,unoccupied,0
498,move-in orange bowl,unoccupied,0
499,move-in orange bowl,unoccupied,0
500,move-in orange bowl,unoccupied,0
501,move-in orange bowl,unoccupied,0
502,move-in orange bowl,unoccupied,0
503,move-in orange bowl,unoccupied,0
504,move-in orange bowl,unoccupied,0
505,move-in orange bowl,unoccupied,0
506,move-in orange bowl,unoccupied,0
507,move-in orange bowl,unoccupied,0
508,move-in orange bowl,unoccupied,0
509,move-in orange bowl,unoccupied,0
510,move-in orange bowl,unoccupied,0
511,move-in orange bowl,unoccupied,0
512,move-in orange bowl,unoccupied,0
513,move-in orange bowl,unoccupied,0
514,move-in orange bowl,unoccupied,0
515,move-in orange bowl,unoccupied,1
516,move-in orange bowl,unoccupied,1
517,move-in orange bowl,unoccupied,1
518,move-in orange bowl,unoccupied,1
519,move-in orange bowl,unoccupied,1
520,move-in orange bowl,unoccupied,1
521,move-in orange bowl,unoccupied,1
522,move-in orange bowl,unoccupied,1
523,move-in orange bowl,unoccupied,1
524,move-in orange bowl,unoccupied,1
525,move-in orange bowl,unoccupied,1
526,move-in orange bowl,unoccupied,1
527,move-in orange bowl,unoccupied,1
528,move-in orange bowl,unoccupied,1
529,move-in orange bowl,unoccupied,1
530,move hand,unoccupied,N/A
531,move hand,unoccupied,N/A
532,move hand,unoccupied,N/A
533,move hand,unoccupied,N/A
534,move hand,unoccupied,N/A
535,move hand,unoccupied,N/A
536,move hand,unoccupied,N/A
537,move hand,unoccupied,N/A
538,move hand,unoccupied,N/A
539,move hand,unoccupied,N/A
540,move hand,unoccupied,N/A
541,move hand,unoccupied,N/A
542,move hand,unoccupied,N/A
543,move hand,unoccupied,N/A
544,move hand,unoccupied,N/A
545,move hand,unoccupied,N/A
546,move hand,unoccupied,N/A
547,move hand,unoccupied,N/A
548,move hand,unoccupied,N/A
549,move hand,unoccupied,N/A
550,move hand,unoccupied,N/A
551,move hand,unoccupied,N/A
552,move hand,unoccupied,N/A
553,move hand,unoccupied,N/A
554,move hand,unoccupied,N/A
555,move hand,unoccupied,N/A
556,move hand,unoccupied,N/A
557,move hand,unoccupied,N/A
558,move hand,unoccupied,N/A
559,move hand,unoccupied,N/A
560,move hand,unoccupied,N/A
561,move hand,unoccupied,N/A
562,move hand,unoccupied,N/A
563,move hand,unoccupied,N/A
564,move hand,unoccupied,N/A
565,move hand,unoccupied,N/A
566,move hand,unoccupied,N/A
567,move hand,unoccupied,N/A
568,move hand,unoccupied,N/A
569,move hand,unoccupied,N/A
570,move hand,unoccupied,N/A
571,move hand,unoccupied,N/A
572,move hand,unoccupied,N/A
573,move hand,unoccupied,N/A
574,move hand,unoccupied,N/A
575,move hand,unoccupied,N/A
576,move hand,unoccupied,N/A
577,move hand,unoccupied,N/A
578,move hand,unoccupied,N/A
579,move hand,unoccupied,N/A
580,move hand,unoccupied,N/A
581,move hand,unoccupied,N/A
582,move hand,unoccupied,N/A
583,move hand,unoccupied,N/A
584,move hand,unoccupied,N/A
585,move hand,unoccupied,N/A
586,move hand,unoccupied,N/A
587,move hand,unoccupied,N/A
588,move hand,unoccupied,N/A
589,move hand,unoccupied,N/A
590,move hand,unoccupied,N/A
591,move hand,unoccupied,N/A
592,move hand,unoccupied,N/A
593,move hand,unoccupied,N/A
594,move hand,unoccupied,N/A
595,move hand,unoccupied,N/A
596,move hand,unoccupied,N/A
597,move hand,unoccupied,N/A
598,move hand,unoccupied,N/A
599,move hand,unoccupied,N/A
600,move-in orange bowl,unoccupied,0
601,move-in orange bowl,unoccupied,0
602,move-in orange bowl,unoccupied,0
603,move-in orange bowl,unoccupied,0
604,move-in orange bowl,unoccupied,0
605,move-in orange bowl,unoccupied,0
606,move-in orange bowl,unoccupied,0
607,move-in orange bowl,unoccupied,0
608,move-in orange bowl,unoccupied,0
609,move-in orange bowl,unoccupied,0
610,move-in orange bowl,unoccupied,0
611,move-in orange bowl,unoccupied,0
612,move-in orange bowl,unoccupied,0
613,move-in orange bowl,unoccupied,0
614,move-in orange bowl,unoccupied,0
615,move-in orange bowl,unoccupied,0
616,move-in orange bowl,unoccupied,0
617,move-in orange bowl,unoccupied,0
618,move-in orange bowl,unoccupied,0
619,move-in orange bowl,unoccupied,0
620,move-in orange bowl,unoccupied,0
621,move-in orange bowl,unoccupied,0
622,move-in orange bowl,unoccupied,0
623,move-in orange bowl,unoccupied,0
624,move-in orange bowl,unoccupied,0
625,move-in orange bowl,unoccupied,0
626,move-in orange bowl,unoccupied,0
627,move-in orange bowl,unoccupied,0
628,move-in orange bowl,unoccupied,0
629,move-in orange bowl,unoccupied,0
630,move-in orange bowl,unoccupied,0
631,move-in orange bowl,unoccupied,0
632,move-in orange bowl,unoccupied,0
633,move-in orange bowl,unoccupied,0
634,move-in orange bowl,unoccupied,0
635,move-in orange bowl,unoccupied,0
636,move-in orange bowl,unoccupied,0
637,move-in orange bowl,unoccupied,0
638,move-in orange bowl,unoccupied,0
639,move-in orange bowl,unoccupied,0
640,move-in orange bowl,unoccupied,0
641,move-in orange bowl,unoccupied,0
642,move-in orange bowl,unoccupied,0
643,move-in orange bowl,unoccupied,0
644,move-in orange bowl,unoccupied,0
645,move-in orange bowl,unoccupied,1
646,move-in orange bowl,unoccupied,1
647,move-in orange bowl,unoccupied,1
648,move-in orange bowl,unoccupied,1
649,move-in orange bowl,unoccupied,1
650,move-in orange bowl,unoccupied,1
651,move-in orange bowl,unoccupied,1
652,move-in orange bowl,unoccupied,1
653,move-in orange bowl,unoccupied,1
654,move-in orange bowl,unoccupied,1
655,move-in orange bowl,unoccupied,1
656,move-in orange bowl,unoccupied,1
657,move-in orange bowl,unoccupied,1
658,move-in orange bowl,unoccupied,1
659,move-in orange bowl,unoccupied,1
660,move-in orange bowl,unoccupied,1
661,move-in orange bowl,unoccupied,1
662,move-in orange bowl,unoccupied,1
663,move-in orange bowl,unoccupied,1
664,move-in orange bowl,unoccupied,1
665,move hand,unoccupied,N/A
666,move hand,unoccupied,N/A
667,move hand,unoccupied,N/A
668,move hand,unoccupied,N/A
669,move hand,unoccupied,N/A
670,move hand,unoccupied,N/A
671,move hand,unoccupied,N/A
672,move hand,unoccupied,N/A
673,move hand,unoccupied,N/A
674,move hand,unoccupied,N/A
675,move hand,unoccupied,N/A
676,move hand,unoccupied,N/A
677,move hand,unoccupied,N/A
678,move hand,unoccupied,N/A
679,move hand,unoccupied,N/A
680,move hand,unoccupied,N/A
681,move hand,unoccupied,N/A
682,move hand,unoccupied,N/A
683,move hand,unoccupied,N/A
684,move hand,unoccupied,N/A
685,move hand,unoccupied,N/A
686,move hand,unoccupied,N/A
687,move hand,unoccupied,N/A
688,move hand,unoccupied,N/A
689,move hand,unoccupied,N/A
690,move hand,unoccupied,N/A
691,move hand,unoccupied,N/A
692,move hand,unoccupied,N/A
693,move hand,unoccupied,N/A
694,move hand,unoccupied,N/A
695,move hand,unoccupied,N/A
696,move hand,unoccupied,N/A
697,move hand,unoccupied,N/A
698,move hand,unoccupied,N/A
699,move hand,unoccupied,N/A
700,move hand,unoccupied,N/A
701,move hand,unoccupied,N/A
702,move hand,unoccupied,N/A
703,move hand,unoccupied,N/A
704,move hand,unoccupied,N/A
705,move hand,unoccupied,N/A
706,move hand,unoccupied,N/A
707,move hand,unoccupied,N/A
708,move hand,unoccupied,N/A
709,move hand,unoccupied,N/A
710,move hand,unoccupied,N/A
711,move hand,unoccupied,N/A
712,move hand,unoccupied,N/A
713,move hand,unoccupied,N/A
714,move hand,unoccupied,N/A
715,move hand,unoccupied,N/A
716,move hand,unoccupied,N/A
717,move hand,unoccupied,N/A
718,move hand,unoccupied,N/A
719,move hand,unoccupied,N/A
720,move hand,unoccupied,N/A
721,move hand,unoccupied,N/A
722,move hand,unoccupied,N/A
723,move hand,unoccupied,N/A
724,move hand,unoccupied,N/A
725,move hand,unoccupied,N/A
726,move hand,unoccupied,N/A
727,move hand,unoccupied,N/A
728,move hand,unoccupied,N/A
729,move hand,unoccupied,N/A
730,move hand,unoccupied,N/A
731,move hand,unoccupied,N/A
732,move hand,unoccupied,N/A
733,move hand,unoccupied,N/A
734,move hand,unoccupied,N/A
735,move hand,unoccupied,N/A
736,move hand,unoccupied,N/A
737,move hand,unoccupied,N/A
738,move hand,unoccupied,N/A
739,move hand,unoccupied,N/A
740,move hand,unoccupied,N/A
741,move hand,unoccupied,N/A
742,move hand,unoccupied,N/A
743,move hand,unoccupied,N/A
744,move hand,unoccupied,N/A
745,move hand,unoccupied,N/A
746,move hand,unoccupied,N/A
747,move hand,unoccupied,N/A
748,move hand,unoccupied,N/A
749,move hand,unoccupied,N/A
750,move hand,unoccupied,N/A
751,move hand,unoccupied,N/A
752,move hand,unoccupied,N/A
753,move hand,unoccupied,N/A
754,move hand,unoccupied,N/A
755,move hand,unoccupied,N/A
756,move hand,unoccupied,N/A
757,move hand,unoccupied,N/A
758,move hand,unoccupied,N/A
759,move hand,unoccupied,N/A
760,move hand,unoccupied,N/A
761,move hand,unoccupied,N/A
762,move hand,unoccupied,N/A
763,move hand,unoccupied,N/A
764,move hand,unoccupied,N/A
765,move-in orange bowl,unoccupied,0
766,move-in orange bowl,unoccupied,0
767,move-in orange bowl,unoccupied,0
768,move-in orange bowl,unoccupied,0
769,move-in orange bowl,unoccupied,0
770,move-in orange bowl,unoccupied,0
771,move-in orange bowl,unoccupied,0
772,move-in orange bowl,unoccupied,0
773,move-in orange bowl,unoccupied,0
774,move-in orange bowl,unoccupied,0
775,move-in orange bowl,unoccupied,0
776,move-in orange bowl,unoccupied,0
777,move-in orange bowl,unoccupied,0
778,move-in orange bowl,unoccupied,0
779,move-in orange bowl,unoccupied,0
780,move-in orange bowl,unoccupied,0
781,move-in orange bowl,unoccupied,0
782,move-in orange bowl,unoccupied,0
783,move-in orange bowl,unoccupied,0
784,move-in orange bowl,unoccupied,0
785,move-in orange bowl,unoccupied,0
786,move-in orange bowl,unoccupied,0
787,move-in orange bowl,unoccupied,0
788,move-in orange bowl,unoccupied,0
789,move-in orange bowl,unoccupied,0
790,move-in orange bowl,unoccupied,0
791,move-in orange bowl,unoccupied,0
792,move-in orange bowl,unoccupied,0
793,move-in orange bowl,unoccupied,0
794,move-in orange bowl,unoccupied,0
795,move-in orange bowl,unoccupied,0
796,move-in orange bowl,unoccupied,0
797,move-in orange bowl,unoccupied,0
798,move-in orange bowl,unoccupied,0
799,move-in orange bowl,unoccupied,0
800,move-in orange bowl,unoccupied,0
801,move-in orange bowl,unoccupied,0
802,move-in orange bowl,unoccupied,0
803,move-in orange bowl,unoccupied,0
804,move-in orange bowl,unoccupied,0
805,move-in orange bowl,unoccupied,0
806,move-in orange bowl,unoccupied,0
807,move-in orange bowl,unoccupied,0
808,move-in orange bowl,unoccupied,0
809,move-in orange bowl,unoccupied,0
810,move-in orange bowl,unoccupied,1
811,move-in orange bowl,unoccupied,1
812,move-in orange bowl,unoccupied,1
813,move-in orange bowl,unoccupied,1
814,move-in orange bowl,unoccupied,1
815,move-in orange bowl,unoccupied,1
816,move-in orange bowl,unoccupied,1
817,move-in orange bowl,unoccupied,1
818,move-in orange bowl,unoccupied,1
819,move-in orange bowl,unoccupied,1
820,move-in orange bowl,unoccupied,1
821,move-in orange bowl,unoccupied,1
822,move-in orange bowl,unoccupied,1
823,move-in orange bowl,unoccupied,1
824,move-in orange bowl,unoccupied,1
825,move-in orange bowl,unoccupied,1
826,move-in orange bowl,unoccupied,1
827,move-in orange bowl,unoccupied,1
828,move-in orange bowl,unoccupied,1
829,move-in orange bowl,unoccupied,1
830,move-in orange bowl,unoccupied,1
831,move-in orange bowl,unoccupied,1
832,move-in orange bowl,unoccupied,1
833,move-in orange bowl,unoccupied,1
834,move-in orange bowl,unoccupied,1
835,move hand,unoccupied,N/A
